,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,75.40000000000012,15766.4843610533,12387.667862900444,13573.040675341768,6328.061524062491,5921.880834228296,4453.75258269585,4687.439137166355,2581.50685873017,2474.884681860977,2122.107108384927,1976.123164922954,1779.4288405775794,1713.3375709533059,1370.6855539606838,1683.5082498902032,1543.4325682995063,1287.7006093163604,1248.6650960208322,1046.0771638802732,1022.4023188383345,1036.113372010585,1118.461019931717,943.2776914399599,1016.2949217454425,871.1948034381866,908.3549546663854,856.246377982281,226.03804990591945,1169.5776779988157,1479.9006352068338,1787.3800331775676,1963.0950433393607,2752.826160838951,3749.495346246042,5317.646978667976,8035.931654659178,29319.27986635832,66176.96424130436
1,76487.13986928623,0.0,15691.0843610533,12312.267862900444,13497.640675341767,6252.6615240624915,5846.480834228296,4378.35258269585,4612.039137166355,2506.1068587301697,2399.4846818609763,2046.707108384927,1900.7231649229536,1704.0288405775793,1637.9375709533058,1295.2855539606837,1608.108249890203,1468.032568299506,1212.3006093163604,1173.265096020832,970.6771638802732,947.0023188383343,960.7133720105847,1043.0610199317166,867.8776914399597,940.8949217454423,795.7948034381865,832.9549546663853,780.846377982281,150.63804990591933,1094.1776779988156,1404.5006352068335,1711.9800331775673,1887.6950433393604,2677.4261608389506,3674.095346246042,5242.246978667977,7960.531654659177,29243.879866358322,66101.56424130435
2,72662.82067772635,24509.283548692707,0.0,10901.32310106914,12646.212484956339,6207.068098596122,5599.376798410711,4416.699195192407,4704.164553079262,2595.871588065744,2502.7921881381076,2153.7981751529023,2008.7998611108267,1812.8186313973147,1744.962270708068,1405.1704914474044,1718.2445074824373,1578.3195956491008,1323.2571607955588,1283.9153637126794,1073.8056151598432,1064.265177806695,1074.5738216535935,1153.837187520264,991.2968926221049,1046.1492558927835,898.0272820754714,896.1244918372204,852.660955193668,752.3804990591925,1007.768849330356,1112.3618541747614,1341.0201093986234,1511.0980884673163,1963.825484682963,2942.8192099826933,4510.986595628286,3307.95266132001,27493.59869936067,65675.6136466779
3,75826.56614313433,28525.249159658273,13092.305706287916,0.0,11800.36598406748,5969.479810024302,5577.351307378529,4384.562197120756,4693.194953443909,2587.304104629274,2497.125153321151,2148.5086344767074,2003.8805147202315,1808.0474898805394,1740.151134651415,1400.5228400565472,1713.6591198132182,1573.7262693286932,1318.6560250458056,1279.9542530566107,1068.303820463205,1060.349475014922,1069.5307018236108,1149.327871492179,986.5428560762053,1040.3524888931552,892.7159984431564,866.5461708140314,808.6922733203365,855.4067112934518,998.6605970858403,1173.5445926103177,1344.294539286502,1480.8207999345195,1693.4861849809286,2207.968055689462,4729.073808419442,6923.289404394381,28767.191330401343,65971.6001937692
4,76130.6250578871,27583.18417451208,14591.73299742122,8971.348034211409,0.0,5815.412767088678,5450.798059709565,4166.32087482573,4633.485209842916,2532.7207103319924,2450.1212589818224,2102.447574329855,1959.9486140331474,1764.6508958274273,1698.6009962656115,1357.1231137445004,1670.517727370779,1530.567401730602,1274.9331602515356,1240.6178273406024,1021.6903905426125,1011.5271675766143,1031.551164059607,1104.193573744914,942.2895921628907,1003.0187589783582,859.6576768806716,543.2750938127218,903.4921230777513,951.8311774131021,1170.087481144964,1374.6494548050434,1603.473487281665,1787.3950037759503,2393.5652525629916,3179.038228091754,5083.903205494732,7560.69244425798,29082.922815491853,66076.41898573936
5,75029.25056249126,30115.02418355611,15948.576187070577,9962.04383181332,12392.378191523514,0.0,4841.514589076522,3946.9839063501076,4554.605593836323,2497.3671581696794,2484.8467389188113,2148.3195688785377,2010.4437828799807,1818.2999836449765,1752.135908058399,1412.9628546722804,1727.387333330035,1587.6793658973063,1332.951619893245,1293.7803019218968,1082.3554401502126,1075.475458518769,1084.1050656774628,1163.901954835485,1002.7787910344438,1055.3470486557621,906.4220829869832,893.6376716833574,817.7482719179502,884.5643587691737,972.3388143590735,1155.3598849074685,1268.4515753881449,1445.895682624617,1930.330244349785,1432.8172174844744,4650.912387753441,7658.776076580688,29040.72460138403,66019.75015393485
6,76027.08552728631,30234.929588188046,15570.339253156482,10109.230333826805,11465.177453284936,4525.357901889876,0.0,3533.550213885828,4464.510767973181,2306.2163180497346,2415.7575973547823,2123.9300980229705,1991.783816431652,1804.9255911599942,1743.2021812551823,1402.9995360979785,1719.7895383280488,1580.4414310200048,1325.9901282070082,1287.2665753855802,1075.8715748147195,1068.4294446711308,1076.9703218025725,1156.2108366027453,995.9725678260015,1047.0796501829786,897.0819640058543,871.1067370228297,794.5367016369008,903.277630501,1014.553616835477,1208.0236703926087,1040.9930408417165,1656.2642238934584,2313.8383964474324,2857.534523274366,5015.771013354032,7725.003052856825,29145.076976604596,66109.3647457905
7,76231.10434771104,30723.25268335669,16174.701350089685,10789.327084792441,12266.054635395993,4948.468384513546,4485.833404053396,0.0,4301.53143308012,2324.2336265421527,2378.7777030066536,2041.6603000980392,1954.5788557286053,1768.4607502095582,1708.753146915746,1368.0648474061325,1684.8495055263631,1545.1623133827477,1290.698034797487,1254.8102837528081,1043.4593444831887,1033.9303018195897,1032.698176946194,1117.4954688161386,952.1559821903766,1009.9284139942831,857.9880703735172,858.945940664038,515.3655557166553,976.8603634898762,1131.865429844229,1356.75777607998,1506.9133554938753,1777.0790046166796,2461.533409459027,3129.2352698285918,5124.40546584136,7969.561643379039,29244.449079751255,66130.26657120635
8,74835.85119243627,29762.602511104913,15186.629137726943,10537.272958569256,11894.801406182267,4502.456341299801,4192.543922599425,2947.8032518864343,0.0,2242.4287259678554,2299.665690311341,2037.4280842812032,1979.4402781745177,1822.8152803206522,1771.187442591239,1432.4379522051265,1753.1555267426556,1614.3766720891122,1360.9918727432391,1323.9287292863523,1111.688664784272,1103.0776381249989,1112.0749304332933,1191.505647203334,1029.237983177415,1085.1654132501544,936.5357815993974,855.7243286481681,812.0273313997722,973.042842699277,1115.9721251896244,1332.192796020364,1425.2585754426452,1711.0058823311192,2356.044103015283,2924.4500344119083,5055.6304294000465,7637.578238111737,29136.915880972974,66136.49332594569
9,76291.35776950946,30912.23167797669,16368.693069918447,11489.251212342615,12468.15725337922,5303.915621823397,4791.852977375055,3558.6004284341993,3983.5988030619756,0.0,2192.708944042614,2020.5351588083481,1854.1490467542446,1725.7902626976381,1688.6167703394287,1350.8913804753577,1689.5830759886042,1554.0300762045908,1302.4123798239077,1264.6068560430854,1055.2864712600224,1046.2356903611176,1055.229094419214,1135.8992777387034,974.7768604363117,1029.8987306560875,880.6361043262982,867.6626192486985,780.5289527969908,838.1761417778781,877.2349009160562,1233.694202348007,1254.8161446040817,1678.33197093874,2418.2968068887694,3207.5097686317413,5062.972643325689,7517.161724533436,29070.721053839385,66090.61763464578
